run_id,created_utc,git_sha,git_dirty,verification_level_attempted,verification_level_achieved,target_set_sha256,scenario_sha256,simulator_seed,runtime_cpuset,feedback_trace_capacity,peak_owned_process_groups_rss_kib,rtf_median,rtf_p5,mission_action_status,completed_waypoint_count,feedback_count,accepted_goal_uuid,goal_submission_stamp_ns,goal_response_stamp_ns,accepted_goal_stamp_ns,accepted_goal_stamp_source,terminal_action_stamp_ns,runtime_probe_verdict,startup_gate_verdict,launch_log_signature_gate,fixture_proof,feedback_trace_overflow,feedback_trace_overflow_count,source_install_binding,source_config_mutation,mission_runtime_correlation,process_cleanup,fault_arming,scenario1_metrics_status,automated_status,exit_code
20260826T013843Z-324,2026-08-26T01:38:43Z,492f84bf9b9dfac32ff1145b2aa88a66f58a9de1,true,L3 bounded local Phase 2 headless action integration,L3 bounded local Phase 2 headless action integration,32ed12de9b2a3235fb83f833760454ee57ab066748318c0e771b5bf44cf7e9a1,892a06adffaa1e731d2c07d2887dedfbe77490bc23704c32999466114aea9d12,42,0-5,4096,1378196,0.9820623137624128,0.9084674490661722,SUCCEEDED,3,986,79047003-634f-41a0-86b3-aa7294031fb7,69106000000,0,69106000000,uuid_matched_action_status_goal_info,164674000000,PASS,PASS,PASS,PASS,false,0,PASS,PASS,PASS,PASS,NOT_IMPLEMENTED_NOT_EXERCISED,DEFERRED_TO_PHASE3,PASS,0
