run_id,created_utc,git_sha,git_dirty,verification_level_attempted,verification_level_achieved,target_set_sha256,scenario_sha256,simulator_seed,runtime_cpuset,peak_owned_process_groups_rss_kib,rtf_median,rtf_p5,mission_action_status,completed_waypoint_count,accepted_goal_uuid,goal_submission_stamp_ns,goal_response_stamp_ns,accepted_goal_stamp_ns,accepted_goal_stamp_source,terminal_action_stamp_ns,runtime_probe_verdict,startup_gate_verdict,launch_log_signature_gate,fixture_proof,source_install_binding,source_config_mutation,mission_runtime_correlation,process_cleanup,fault_arming,scenario1_metrics_status,automated_status,exit_code
20260826T010218Z-466,2026-08-26T01:02:18Z,492f84bf9b9dfac32ff1145b2aa88a66f58a9de1,true,L3 bounded local Phase 2 headless action integration,L3 bounded local Phase 2 headless action integration,32ed12de9b2a3235fb83f833760454ee57ab066748318c0e771b5bf44cf7e9a1,892a06adffaa1e731d2c07d2887dedfbe77490bc23704c32999466114aea9d12,42,0-5,1372244,0.9863029171557808,0.9302367113894893,SUCCEEDED,3,e7006620-847c-4994-a00c-60581ddd1cd0,68278000000,0,68308000000,uuid_matched_action_status_goal_info,156994000000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NOT_IMPLEMENTED_NOT_EXERCISED,DEFERRED_TO_PHASE3,PASS,0
