run_id,created_utc,git_sha,git_dirty,verification_level,target_set_sha256,scenario_sha256,simulator_seed,seed_status,runtime_probe_verdict,peak_process_group_rss_kib,target_max_process_group_rss_kib,rtf_median,target_minimum_rtf_median,rtf_p5,target_minimum_rtf_p5,displacement_m,manual_rviz_status,checksum_validation_exit_code,automated_status,exit_code
20260825T200725Z-1333,2026-08-25T20:07:25Z,d40625c954533e9a3fe38b1107cd11b2331da214,true,L3 bounded local headless simulation,32ed12de9b2a3235fb83f833760454ee57ab066748318c0e771b5bf44cf7e9a1,cb800041e2a47baaefa74d4c0bd82bcd1c09c67a315351e11ef4fe8231a493e6,42,fixed_simulator_seed_recorded,PASS,795476,6291456,0.9999416661302953,0.8,0.9162105536383762,0.5,0.29619887895167835,PENDING,0,PASS,0
